,movieCd,movieNm_x,movieNm_y,url
132,20155441.0,몬스터 헌트,몬스터 헌트 (捉妖記),/movie/bi/mi/basic.nhn?code=136611
133,20040441.0,빙우,빙우 (氷雨),/movie/bi/mi/basic.nhn?code=35314
134,20149307.0,로코왕국의 전설: 엘프킹을 찾아서,로코왕국의 전설: 엘프킹을 찾아서 (洛克王国 圣龙的心愿),/movie/bi/mi/basic.nhn?code=123100
135,20040461.0,콜드 마운틴,콜드 마운틴 (Cold Mountain),/movie/bi/mi/basic.nhn?code=30076
136,20040766.0,여고생 시집가기,여고생 시집가기 (High School Girl Get Married),/movie/bi/mi/basic.nhn?code=37155
137,20040582.0,내 남자 친구는 왕자님,내 남자친구는 왕자님 (The Prince & Me),/movie/bi/mi/basic.nhn?code=38472
138,20040472.0,귀여워,귀여워 (So Cute),/movie/bi/mi/basic.nhn?code=35944
139,20040654.0,진주 귀걸이를 한 소녀,진주 귀걸이를 한 소녀 (Girl With A Pearl Earring),/movie/bi/mi/basic.nhn?code=37937
140,20040750.0,신석기 블루스,신석기 블루스 (Shin Suk-ki Blues),/movie/bi/mi/basic.nhn?code=38923
141,20040486.0,마지막 늑대,마지막 늑대 (The Last Wolf),/movie/bi/mi/basic.nhn?code=37408
142,20040600.0,프레디 대 제이슨-13일의 금요일11,프레디 VS 제이슨 (Freddy Vs. Jason),/movie/bi/mi/basic.nhn?code=36056
143,20040694.0,완벽한 그녀에게 딱 한가지 없는 것,완벽한 그녀에게 딱 한가지 없는 것 (13 Going On 30),/movie/bi/mi/basic.nhn?code=38572
144,20040586.0,돌려차기,돌려차기 (Taekwon Boys),/movie/bi/mi/basic.nhn?code=37737
145,20040739.0,신암행어사,신암행어사 (新暗行御史),/movie/bi/mi/basic.nhn?code=39563
146,20030434.0,안녕! 유에프오,안녕! 유에프오,/movie/bi/mi/basic.nhn?code=37244
147,20040703.0,"조제, 호랑이 그리고 물고기들","조제, 호랑이 그리고 물고기들 (ジョゼと虎と魚たち)",/movie/bi/mi/basic.nhn?code=38464
148,20040524.0,테이킹 라이브즈,테이킹 라이브즈 (Taking Lives),/movie/bi/mi/basic.nhn?code=38064
149,20040522.0,폴리와 함께,폴리와 함께 (Along Came Polly),/movie/bi/mi/basic.nhn?code=38081
150,20040509.0,모나리자 스마일,모나리자 스마일 (Mona Lisa Smile),/movie/bi/mi/basic.nhn?code=37884
151,20113920.0,토르: 마법망치의 전설,토르 : 마법망치의 전설 (Legends Of Valhalla - THOR),/movie/bi/mi/basic.nhn?code=89294
152,20040565.0,망치,망치 (Hammerboy),/movie/bi/mi/basic.nhn?code=38513
153,20040476.0,사랑도 통역이 되나요?,사랑도 통역이 되나요? (Lost In Translation),/movie/bi/mi/basic.nhn?code=37489
154,20040607.0,갓센드,갓센드 (Godsend),/movie/bi/mi/basic.nhn?code=38580
155,20030426.0,더 캣,더 캣 (Dr. Seuss' The Cat In The Hat),/movie/bi/mi/basic.nhn?code=36743
156,20030439.0,그녀를 모르면 간첩,그녀를 모르면 간첩 (Spy Girl),/movie/bi/mi/basic.nhn?code=37247
157,20040519.0,히달고,히달고 (Hidalgo),/movie/bi/mi/basic.nhn?code=38306
158,20040732.0,팜므 파탈,팜므 파탈 (Femme Fatale),/movie/bi/mi/basic.nhn?code=32480
159,20040550.0,헌티드 맨션,헌티드 맨션 (The Haunted Mansion),/movie/bi/mi/basic.nhn?code=37896
160,20040447.0,스쿨 오브 락,스쿨 오브 락 (The School Of Rock),/movie/bi/mi/basic.nhn?code=37486
161,20040746.0,서바이빙 크리스마스,서바이빙 크리스마스 (Surviving Christmas),/movie/bi/mi/basic.nhn?code=39570
162,20040533.0,인 더 컷,인 더 컷 (In The Cut),/movie/bi/mi/basic.nhn?code=34537
163,20040588.0,레이디킬러,레이디킬러 (The Ladykillers),/movie/bi/mi/basic.nhn?code=38442
164,20040521.0,더티 댄싱 - 하바나 나이트,더티 댄싱 - 하바나 나이트 (Dirty Dancing: Havana Nights),/movie/bi/mi/basic.nhn?code=38274
165,20030440.0,자토이치,자토이치 (座頭市: Zatoichi),/movie/bi/mi/basic.nhn?code=37644
166,20040528.0,고티카,고티카 (Gothika),/movie/bi/mi/basic.nhn?code=37839
167,20100330.0,런어웨이즈,런어웨이즈 (The Runaways),/movie/bi/mi/basic.nhn?code=66361
168,20040448.0,타임라인,타임라인 (Timeline),/movie/bi/mi/basic.nhn?code=37898
169,20040730.0,영 아담,영 아담 (Young Adam),/movie/bi/mi/basic.nhn?code=37559
170,20040584.0,대단한 유혹,대단한 유혹 (La Grande Seduction),/movie/bi/mi/basic.nhn?code=37658
171,20040549.0,천공의 성 라퓨타,천공의 성 라퓨타 (天空の城ラピュタ),/movie/bi/mi/basic.nhn?code=18782
172,20040647.0,도마 안중근,도마 안중근 (Doma Ahn Joong Keun),/movie/bi/mi/basic.nhn?code=39117
173,20040666.0,나쁜 교육,나쁜 교육 (La Mala Educacion),/movie/bi/mi/basic.nhn?code=39368
174,20040543.0,스쿠비-두2 : 몬스터 대소동,스쿠비 두 2 - 몬스터 대소동 (Scooby Doo 2: Monsters Unleashed),/movie/bi/mi/basic.nhn?code=36838
175,20030350.0,올드보이,올드보이 (Oldboy),/movie/bi/mi/basic.nhn?code=36944
176,20040532.0,셧업,셧업 (Tais-Toi!),/movie/bi/mi/basic.nhn?code=38383
177,20040513.0,내 생애 최고의 데이트,내 생애 최고의 데이트 (Win A Date With Tad Hamilton!),/movie/bi/mi/basic.nhn?code=38100
178,20040479.0,휴먼 스테인,휴먼 스테인 (The Human Stain),/movie/bi/mi/basic.nhn?code=36052
179,20030436.0,브라더 베어,브라더 베어 (Brother Bear),/movie/bi/mi/basic.nhn?code=37740
180,20040712.0,미치고 싶을 때,미치고 싶을 때 (Gegen Die Wand),/movie/bi/mi/basic.nhn?code=38279
181,20040544.0,스타스키와 허치,스타스키와 허치 (Starsky & Hutch),/movie/bi/mi/basic.nhn?code=36737
182,20060007.0,열두명의 웬수들2,열두 명의 웬수들 2 (Cheaper By The Dozen 2),/movie/bi/mi/basic.nhn?code=50314
183,20040460.0,열두명의 웬수들 ,열두 명의 웬수들 (Cheaper By The Dozen),/movie/bi/mi/basic.nhn?code=37915
184,20040677.0,웨일 라이더,웨일 라이더 (Whale Rider),/movie/bi/mi/basic.nhn?code=37643
185,20070010.0,마강호텔,마강호텔 (Magang Hotel),/movie/bi/mi/basic.nhn?code=61963
186,20100979.0,검우강호,검우강호 (劍雨江湖),/movie/bi/mi/basic.nhn?code=71487
187,20159582.0,엘리펀트 송,엘리펀트 송 (La chanson de l'elephant),/movie/bi/mi/basic.nhn?code=129683
188,20135365.0,코비: 블루 엘리펀트의 전설,코비:블루 엘리펀트의 전설 (Khan kluay 2),/movie/bi/mi/basic.nhn?code=117553
189,20030206.0,베이직,베이직 (Basic),/movie/bi/mi/basic.nhn?code=35153
190,20040465.0,러브 미 이프 유 대어,러브 미 이프 유 데어 (Jeux D'Enfants),/movie/bi/mi/basic.nhn?code=38050
191,20040761.0,룩 앳 미,룩 앳 미 (Comme Une Image),/movie/bi/mi/basic.nhn?code=38553
192,20040480.0,고독이 몸부림칠 때,고독이 몸부림칠 때 (Dance With Solitude),/movie/bi/mi/basic.nhn?code=37237
193,20145502.0,남과 여,남과 여 (A Man and A Woman),/movie/bi/mi/basic.nhn?code=122133
194,20050180.0,웰컴 투 동막골,웰컴 투 동막골 (Welcome To Dongmakgol),/movie/bi/mi/basic.nhn?code=39405
195,20050219.0,가문의 위기(가문의 영광2),가문의 위기 - 가문의 영광 2 (Marrying The Mafia II: Gamunui Wigi),/movie/bi/mi/basic.nhn?code=41438
196,20040785.0,말아톤,말아톤 (Malaton),/movie/bi/mi/basic.nhn?code=39436
197,20050310.0,해리포터와 불의 잔,해리 포터와 불의 잔 (Harry Potter And The Goblet Of Fire),/movie/bi/mi/basic.nhn?code=37883
198,20081718.0,로맨틱 아일랜드,로맨틱 아일랜드,/movie/bi/mi/basic.nhn?code=45397
199,20040786.0,공공의 적 2,공공의 적 2 (Another Public Enemy),/movie/bi/mi/basic.nhn?code=39482
200,20050148.0,친절한 금자씨,친절한 금자씨 (Sympathy For Lady Vengeance),/movie/bi/mi/basic.nhn?code=38766
201,20122785.0,롤러코스터,롤러코스터 (Fasten Your Seatbelt),/movie/bi/mi/basic.nhn?code=100801
202,20050326.0,태풍,태풍 (Typhoon),/movie/bi/mi/basic.nhn?code=39625
203,20050113.0,미스터 & 미세스 스미스,미스터 & 미세스 스미스 (Mr. & Mrs. Smith),/movie/bi/mi/basic.nhn?code=39892
204,20050239.0,너는 내 운명,너는 내 운명 (You're My Sunshine!),/movie/bi/mi/basic.nhn?code=39654
205,20050137.0,우주전쟁,우주 전쟁 (War Of The Worlds),/movie/bi/mi/basic.nhn?code=39786
206,20060407.0,마파도2,마파도 2 (Mapado 2),/movie/bi/mi/basic.nhn?code=62566
207,20050232.0,내 생애 가장 아름다운 일주일,내 생애 가장 아름다운 일주일 (All For Love),/movie/bi/mi/basic.nhn?code=39818
208,20090336.0,킹콩을 들다,킹콩을 들다,/movie/bi/mi/basic.nhn?code=50672
209,20050324.0,킹콩,킹콩 (King Kong),/movie/bi/mi/basic.nhn?code=38097
210,20050178.0,박수칠 때 떠나라,박수칠 때 떠나라 (The Big Scene),/movie/bi/mi/basic.nhn?code=41363
211,20050292.0,광식이 동생 광태,광식이 동생 광태 (When Romance Meets Destiny),/movie/bi/mi/basic.nhn?code=40134
212,20050076.0,혈의 누,혈의 누 (血의 淚),/movie/bi/mi/basic.nhn?code=40033
213,20050077.0,댄서의 순정,댄서의 순정 (Dancing Princess),/movie/bi/mi/basic.nhn?code=39378
214,20050010.0,콘스탄틴,콘스탄틴 (Constantine),/movie/bi/mi/basic.nhn?code=39708
215,20050013.0,잠복근무,잠복근무 (She's On Duty),/movie/bi/mi/basic.nhn?code=39379
216,20050110.0,연애의 목적,연애의 목적 (Purpose Of Love),/movie/bi/mi/basic.nhn?code=39863
217,20050085.0,스타워즈 에피소드3 - 시스의복수,스타워즈 에피소드 3 - 시스의 복수 (Star Wars: Episode III - Revenge Of The Sith),/movie/bi/mi/basic.nhn?code=30301
218,20050049.0,주먹이 운다(Crying Fist),주먹이 운다 (Crying Fist),/movie/bi/mi/basic.nhn?code=39399
219,20149859.0,마다가스카의 펭귄,마다가스카의 펭귄 (Penguins of Madagascar),/movie/bi/mi/basic.nhn?code=114276
220,20124136.0,마다가스카3 : 이번엔 서커스다!,마다가스카3 : 이번엔 서커스다! (Madagascar 3 : Europe's Most Wanted),/movie/bi/mi/basic.nhn?code=86381
221,20050140.0,마다가스카,마다가스카 (Madagascar),/movie/bi/mi/basic.nhn?code=39909
222,20081791.0,마다가스카 2,마다가스카 2 (Madagascar: Escape 2 Africa),/movie/bi/mi/basic.nhn?code=46869
223,20050261.0,야수와 미녀,야수와 미녀 (The Beast And The Beauty),/movie/bi/mi/basic.nhn?code=41350
224,20050064.0,간 큰 가족,간 큰 가족 (A Bold Family),/movie/bi/mi/basic.nhn?code=39675
225,20050225.0,찰리와 초콜릿 공장,찰리와 초콜릿 공장 (Charlie And The Chocolate Factory),/movie/bi/mi/basic.nhn?code=39846
226,20050330.0,작업의 정석,작업의 정석 (The Art of Seduction),/movie/bi/mi/basic.nhn?code=39652
227,20050078.0,킹덤 오브 헤븐,킹덤 오브 헤븐 (Kingdom Of Heaven),/movie/bi/mi/basic.nhn?code=38908
228,20050008.0,B형 남자친구,B형 남자친구 (My Boyfriend Is Type-B),/movie/bi/mi/basic.nhn?code=39510
229,20050280.0,미스터 소크라테스,미스터 소크라테스 (Mr. Socrates),/movie/bi/mi/basic.nhn?code=40098
230,20050083.0,연애술사,연애술사 (Love In Magic),/movie/bi/mi/basic.nhn?code=39639
